,math_placement_score,hsgpa,NonTC,Mix,APOnly,STEM,NONSTEM,Female,Male,Caucasian,Black,Multirace,Hispanic,AsiPac,Asian,Native,HawaiiPac,Other,8 or less,10 or less,12 or less
6534,0.949720963032601,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6535,0.949720963032601,-0.17808734829437764,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6536,-0.3049222462512574,-1.077384611496846,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6538,-0.48415699043466537,0.25471565733908647,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6540,0.053547242115559314,0.8326502097717963,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6541,0.053547242115559314,-0.48130861571423006,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6542,0.7704862188491928,0.7834091492506244,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6543,-0.12568750206784893,-0.09256340107339384,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6547,0.7704862188491928,-0.540916215292492,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6548,-0.6633917346180739,-0.23769494787263956,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6550,0.053547242115559314,-0.8752370998836113,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6552,0.053547242115559314,1.1410547467201948,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6553,-0.12568750206784893,-2.0881221695630208,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6555,0.4120167304823758,1.3587520669190623,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6556,0.7704862188491928,-1.6605024334581007,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6559,0.4120167304823758,-1.2328826973531806,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6560,0.23278198629896754,-1.505004347601766,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6562,1.3081904513994176,-1.1473587501321967,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6564,1.8458946839496422,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6566,0.7704862188491928,0.6071779852801118,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6567,1.1289557072160092,0.5164707685305829,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6568,-1.2010959671682988,0.1666000753538307,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6569,0.053547242115559314,-0.8959701779977893,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6572,-0.3049222462512574,-1.1214424024894738,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6575,0.4120167304823758,1.1773376334200059,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6576,1.4874251955828257,0.5890365419302069,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6577,-0.3049222462512574,1.2032539810627276,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6578,1.8458946839496422,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6581,-2.0972696880853405,-0.9996355685686791,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6582,-0.3049222462512574,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6583,-1.5595654555351153,-0.44243409425014607,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6584,1.1289557072160092,0.9700068522782261,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6590,-0.12568750206784893,0.8559749226502473,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6592,2.025129428133051,2.032577105629845,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6593,-0.3049222462512574,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6596,-0.12568750206784893,-2.8396962512019717,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6600,0.7704862188491928,-0.27397783457245045,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
6602,-0.3049222462512574,-0.7871215178983556,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6603,-0.6633917346180739,-1.2328826973531806,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6606,1.4874251955828257,-0.33358543415071235,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6607,2.025129428133051,1.3587520669190623,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6608,-0.3049222462512574,0.8326502097717963,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6609,-0.6633917346180739,-0.4165177466074242,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6611,-0.3049222462512574,0.5397954814090329,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6613,0.23278198629896754,-1.5309206952444891,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6614,-1.2010959671682988,-1.2587990449959026,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6615,-0.3049222462512574,0.6512357762727397,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6619,0.23278198629896754,0.2961818135674424,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6620,-0.12568750206784893,0.9648235827496823,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6621,0.23278198629896754,0.9181741569927813,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6622,0.4120167304823758,-0.7560219007270886,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6624,-0.48415699043466537,-1.09293442008248,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6625,-0.6633917346180739,-0.7923047874268995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6627,0.591251474665784,0.9363156003426861,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6629,-0.48415699043466537,0.6590106805655567,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6631,0.4120167304823758,0.10699247577556877,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6636,1.3081904513994176,-0.04073070578794893,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6637,-0.6633917346180739,0.2702654659247205,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6639,-0.8426264788014821,-0.03295580149513191,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6640,1.8458946839496422,-0.19882042640855677,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6641,0.591251474665784,1.4054014926759621,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6642,-1.5595654555351153,0.495737690416405,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6643,-1.5595654555351153,-2.8526544250233323,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6645,-0.12568750206784893,-0.11847974871611572,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6646,-0.8426264788014821,-0.22473677405127862,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6649,0.4120167304823758,0.3687475869670664,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6651,-0.6633917346180739,-0.5849740062851199,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6652,-0.12568750206784893,0.19251642299655256,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6653,-0.3049222462512574,0.495737690416405,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6655,1.3081904513994176,0.9181741569927813,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6657,1.1289557072160092,0.9700068522782261,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6658,0.4120167304823758,-2.165871212491188,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6659,0.23278198629896754,0.20806623158218662,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6661,0.053547242115559314,-1.2328826973531806,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6663,1.3081904513994176,1.3587520669190623,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6665,-0.48415699043466537,-0.6627230492132866,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6668,-0.48415699043466537,-0.36986832085052324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6669,0.23278198629896754,-1.077384611496846,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6670,0.591251474665784,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6671,-1.0218612229848907,-1.6786438768080056,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6673,1.1289557072160092,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6675,0.4120167304823758,0.9466821393997762,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6679,-0.8426264788014821,-0.08738013154484991,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6680,-0.8426264788014821,1.3587520669190623,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
6681,0.053547242115559314,-0.7404720921414546,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6682,-1.5595654555351153,-0.8519123870051614,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6683,-1.3803307113517072,-0.1314379225374778,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6684,0.23278198629896754,0.9440905046355031,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6687,0.053547242115559314,-0.20659533070137148,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6688,-2.0972696880853405,0.08885103242566275,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6690,-0.48415699043466537,0.08107612813284573,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6691,1.3081904513994176,-0.08997176630912072,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6693,0.7704862188491928,0.7108433758510017,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
6696,0.7704862188491928,0.1380920929468357,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6697,-1.5595654555351153,-2.9744612589441273,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6699,-0.48415699043466537,-0.37764322514334026,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6700,-0.6633917346180739,-0.559057658642398,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6702,-0.8426264788014821,-1.7356598416219955,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6703,-0.48415699043466537,-1.1810500020677357,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6705,-0.8426264788014821,-0.4139261118431511,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6706,0.591251474665784,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6707,-0.48415699043466537,0.037018337140219,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6708,0.053547242115559314,-1.8237754236072525,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6709,-1.7388001997185238,-1.6838271463365506,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6710,0.053547242115559314,-0.9218865256405112,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6711,2.025129428133051,0.9985148346852212,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6712,0.053547242115559314,-0.3517268775006184,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6713,-0.8426264788014821,0.7108433758510017,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6714,1.1289557072160092,0.9596403132211372,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6716,-0.3049222462512574,-3.1766087705573627,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
6718,-0.12568750206784893,0.25730729210335956,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6719,1.666659939766234,-0.004447819088138072,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6721,-0.12568750206784893,-1.2328826973531806,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6722,1.1289557072160092,-0.48130861571423006,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
6723,-1.9180349439019322,-0.5849740062851199,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6724,2.2043641723164593,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6726,-0.8426264788014821,-0.09256340107339384,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6727,-1.0218612229848907,-0.03813907102367582,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6730,-0.12568750206784893,-0.03036416673085995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6731,-0.6633917346180739,-0.5849740062851199,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6732,1.666659939766234,1.3587520669190623,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
6733,-0.6633917346180739,0.23139094446063654,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6735,-1.2010959671682988,-1.025551916211401,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6737,1.4874251955828257,0.07848449336857492,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
6739,-1.0218612229848907,-0.9814941252187731,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6740,-0.12568750206784893,0.8663414617073363,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6741,0.949720963032601,0.11476738006838579,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6743,-0.8426264788014821,0.4024388389026053,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6744,-0.12568750206784893,0.9440905046355031,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6746,-0.48415699043466537,-2.787863555916527,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6748,-0.12568750206784893,1.2550866763481725,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
6749,-0.6633917346180739,-0.4553922680715082,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6751,-1.7388001997185238,-0.09256340107339384,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
6752,-1.0218612229848907,-0.3258105298578953,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6754,-1.9180349439019322,-0.8000796917197165,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
6755,0.591251474665784,-0.6186652582206588,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6756,0.053547242115559314,1.1514212857772828,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6757,-1.0218612229848907,-0.2610196607510895,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6759,0.053547242115559314,1.2291703287054507,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6764,0.053547242115559314,-0.09256340107339384,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
6766,-1.2010959671682988,-0.5849740062851199,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6767,-1.0218612229848907,-2.8163715383235206,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6768,-0.6633917346180739,-1.1862332715962796,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6769,0.591251474665784,0.5346122118804889,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6770,0.591251474665784,0.503512594709222,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6772,-0.3049222462512574,-0.6886393968560097,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6773,-1.9180349439019322,-0.19622879164428364,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6776,2.2043641723164593,-0.48130861571423006,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6777,2.025129428133051,1.4468676489043182,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6778,-0.6633917346180739,0.7885924187791684,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6780,-1.3803307113517072,0.3998472041383322,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6781,0.591251474665784,-0.4631671723643252,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6782,1.1289557072160092,0.8896661745857862,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6784,-0.6633917346180739,-0.11847974871611572,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6785,-0.48415699043466537,-1.1603169239535578,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6790,-0.48415699043466537,0.0007354504404081445,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6794,2.2043641723164593,1.3069193716336174,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
6796,1.666659939766234,-1.6475442596367398,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6800,0.7704862188491928,-1.8807913884212413,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6801,-0.8426264788014821,-0.8182211350696214,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6802,1.3081904513994176,1.503883613718308,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6803,1.1289557072160092,-0.6031154496350247,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6804,-1.0218612229848907,-1.2328826973531806,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6805,-0.6633917346180739,0.495737690416405,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6806,-1.3803307113517072,-1.3054484707528036,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6809,0.053547242115559314,-1.162908558717831,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6810,0.949720963032601,-0.6160736234563868,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6811,-0.48415699043466537,1.006289738978037,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6812,0.4120167304823758,0.18214988393946474,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6814,0.4120167304823758,-0.0666470534306708,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6815,-0.6633917346180739,0.03960997190449096,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6816,0.23278198629896754,1.3587520669190623,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6819,-1.9180349439019322,-0.7741633440769935,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6820,0.7704862188491928,0.3713392217313372,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6821,-1.5595654555351153,-1.8807913884212413,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6822,0.4120167304823758,0.503512594709222,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6823,0.053547242115559314,-2.114038517205743,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
6824,0.053547242115559314,1.2032539810627276,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6826,-0.48415699043466537,0.23916584875345356,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6827,0.053547242115559314,-0.4553922680715082,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6832,-0.12568750206784893,0.7134350106152747,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6834,-0.6633917346180739,1.1773376334200059,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6836,-0.3049222462512574,-0.6368067015705647,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
6837,-1.2010959671682988,-0.36986832085052324,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6838,-0.6633917346180739,-1.2847153926386254,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6841,-0.8426264788014821,-0.9737192209259561,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6842,0.053547242115559314,0.9440905046355031,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6846,-0.3049222462512574,0.2702654659247205,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6847,-0.6633917346180739,-0.014814358145225902,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6850,1.666659939766234,0.7626760711364465,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6851,-0.6633917346180739,-1.2328826973531806,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6852,1.4874251955828257,1.021839547563671,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6855,-0.48415699043466537,-1.7512096502076298,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
6856,-0.12568750206784893,0.6486441415084688,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6859,-1.0218612229848907,-0.47612534618568614,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6861,-0.3049222462512574,0.5553452899946669,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6862,0.949720963032601,0.2184327706392756,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6863,-0.12568750206784893,0.3998472041383322,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6864,-1.2010959671682988,-0.6368067015705647,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6865,-0.12568750206784893,-0.2713861998081773,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6870,1.1289557072160092,1.3587520669190623,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6872,-1.0218612229848907,-0.6186652582206588,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6874,-1.5595654555351153,0.9440905046355031,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6875,-1.7388001997185238,0.42058028225251015,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6876,-0.6633917346180739,-0.3258105298578953,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6878,-0.3049222462512574,0.2935901788031704,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6880,0.4120167304823758,-1.54387886906585,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
6885,-0.8426264788014821,-0.6627230492132866,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6886,-0.3049222462512574,-1.2328826973531806,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
6888,-0.8426264788014821,-1.9067077360639633,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6892,0.591251474665784,0.38170576078842733,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6894,-0.3049222462512574,0.39466393460978827,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6897,0.053547242115559314,-0.6368067015705647,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6899,0.23278198629896754,1.42613457079014,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6900,-1.0218612229848907,-0.533141310999675,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6903,-1.2010959671682988,-1.7149267635078187,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6906,0.591251474665784,1.063305703792027,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6907,-1.0218612229848907,-0.8441374827123443,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6908,-0.12568750206784893,-1.054059898618396,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6909,-0.8426264788014821,-0.29730254745090035,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6910,1.1289557072160092,-0.29989418221517344,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6912,0.053547242115559314,-1.038510090032762,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6913,0.949720963032601,0.6408692372156518,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6919,1.1289557072160092,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6921,1.8458946839496422,0.029243432847401978,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6922,-0.12568750206784893,0.8663414617073363,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6923,0.591251474665784,-0.36986832085052324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6926,0.053547242115559314,0.529428942351945,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6928,1.8458946839496422,0.7263931844366357,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6932,-1.2010959671682988,-0.7534302659628155,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6935,-1.0218612229848907,-1.3106317402813474,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6937,0.053547242115559314,0.15882517106101365,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
