,math_placement_score,hsgpa,NonTC,Mix,APOnly,STEM,NONSTEM,Female,Male,Caucasian,Black,Multirace,Hispanic,AsiPac,Asian,Native,HawaiiPac,Other,8 or less,10 or less,12 or less
6939,0.053547242115559314,-0.8804203694121553,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6940,-0.12568750206784893,0.4024388389026053,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
6941,-1.5595654555351153,-0.3206272603293514,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6942,1.1289557072160092,0.6071779852801118,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6945,0.7704862188491928,0.011101989497495975,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6946,-0.12568750206784893,-0.04073070578794893,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6947,1.8458946839496422,0.9700068522782261,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6948,-0.6633917346180739,0.4983293251806781,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6949,1.666659939766234,-0.4553922680715082,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6950,0.053547242115559314,1.9029953674162332,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6952,2.025129428133051,2.8696751344897806,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6958,0.053547242115559314,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6959,2.383598916499868,-1.2328826973531806,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6963,1.666659939766234,1.2239870591769055,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6964,2.2043641723164593,1.6697482386317317,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6966,-0.12568750206784893,0.7911840535434415,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6970,2.025129428133051,0.07330122384002871,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
6973,-0.12568750206784893,-1.2328826973531806,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6974,-0.12568750206784893,0.7108433758510017,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6976,-1.0218612229848907,-0.5849740062851199,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6981,0.7704862188491928,-0.12625465300893274,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6983,-1.2010959671682988,-0.8959701779977893,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6984,0.7704862188491928,0.4620464384808661,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6985,1.8458946839496422,1.063305703792027,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6986,-0.6633917346180739,1.0736722428491159,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6987,-0.3049222462512574,-1.4402134784949603,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6988,-0.48415699043466537,0.24434911828199748,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6990,-1.7388001997185238,0.13290882341829063,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6991,1.4874251955828257,0.7108433758510017,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6993,0.23278198629896754,-0.14439609635883874,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6994,0.053547242115559314,1.1203216686060158,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6997,-0.48415699043466537,-1.077384611496846,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6998,2.025129428133051,1.1825209029485497,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6999,0.949720963032601,0.11476738006838579,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7001,-0.12568750206784893,-0.34136033844352937,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7003,-0.3049222462512574,-1.4091138613236933,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7007,-0.8426264788014821,0.8404251140646133,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7008,1.1289557072160092,-1.2199245235318197,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7009,2.2043641723164593,1.3587520669190623,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7010,0.591251474665784,-0.9478028732832342,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7011,1.666659939766234,0.495737690416405,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7012,0.23278198629896754,0.8792996355286973,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7013,0.23278198629896754,-0.3206272603293514,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7016,1.4874251955828257,0.15882517106101365,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7018,1.1289557072160092,0.9440905046355031,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7019,0.949720963032601,0.14845863200392467,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7020,1.4874251955828257,0.7626760711364465,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7022,2.2043641723164593,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7024,-0.6633917346180739,0.8067338621290744,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7025,-0.12568750206784893,0.3220981612101654,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7026,0.4120167304823758,0.9052159831714203,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7028,-0.12568750206784893,0.529428942351945,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7029,-0.6633917346180739,1.3069193716336174,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7030,0.053547242115559314,-1.3650560703310655,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7031,-0.12568750206784893,0.17955824917519164,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7032,-1.2010959671682988,0.9544570436925921,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7033,-0.6633917346180739,0.5397954814090329,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7034,0.23278198629896754,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7035,-0.6633917346180739,-0.24806148692972854,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7036,-1.0218612229848907,-1.3287731836312533,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7039,-1.0218612229848907,0.11476738006838579,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7040,-1.3803307113517072,-0.7275139183200936,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7041,1.8458946839496422,1.3380189888048843,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7042,0.591251474665784,1.2861862935194395,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7045,1.4874251955828257,0.021468528554584955,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7046,-1.2010959671682988,-1.8211837888429794,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7048,1.3081904513994176,-0.3906013989647012,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
7049,-1.2010959671682988,-0.7223306487915485,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7052,-0.12568750206784893,0.8326502097717963,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7056,-0.8426264788014821,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7057,-0.8426264788014821,-0.533141310999675,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7058,0.053547242115559314,1.2861862935194395,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7060,0.4120167304823758,0.23139094446063654,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7063,-1.7388001997185238,-0.9244781604047843,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7066,-0.8426264788014821,-0.14698773112311184,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7068,-1.2010959671682988,-1.9844567789921312,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7070,-0.48415699043466537,-0.14439609635883874,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7072,1.4874251955828257,0.21324950111073168,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7073,1.1289557072160092,1.3587520669190623,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7074,0.053547242115559314,-1.7615761892647175,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7075,0.23278198629896754,0.2702654659247205,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7076,0.591251474665784,-0.1132964791875718,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7077,0.949720963032601,1.5919991957035637,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7080,2.2043641723164593,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7081,-0.6633917346180739,0.04738487619730683,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7083,1.3081904513994176,0.06293468478294088,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7085,-0.3049222462512574,-0.11588811395184376,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7086,0.053547242115559314,-0.04073070578794893,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7088,-1.9180349439019322,-3.269907622071164,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7089,-1.3803307113517072,-0.8959701779977893,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7092,-0.48415699043466537,0.503512594709222,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7094,0.591251474665784,-1.2328826973531806,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7096,-1.2010959671682988,-0.5849740062851199,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7099,-0.12568750206784893,-0.40355957278606325,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7102,1.4874251955828257,0.45167989942377706,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
7103,-0.48415699043466537,0.11476738006838579,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7104,-0.8426264788014821,-2.101080343384382,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7108,-0.3049222462512574,-4.223629215323349,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7109,-1.0218612229848907,0.28840690927462537,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7110,1.666659939766234,0.6071779852801118,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7113,1.1289557072160092,1.2473117720553555,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7115,-1.3803307113517072,0.9414988698712311,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
7116,-0.3049222462512574,-0.37764322514334026,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7117,0.7704862188491928,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7118,0.7704862188491928,0.7004768367939138,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7121,0.4120167304823758,0.6149528895729288,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7124,-0.12568750206784893,-0.36986832085052324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7125,-1.7388001997185238,-0.7171473792630046,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7130,1.3081904513994176,0.513879133766311,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7132,1.8458946839496422,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7133,1.1289557072160092,1.1306882076631048,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7134,0.053547242115559314,-1.1940081758890966,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7135,-0.48415699043466537,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7137,0.591251474665784,0.06293468478294088,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7139,-0.6633917346180739,-0.9218865256405112,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7140,-1.0218612229848907,-0.44243409425014607,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7145,1.3081904513994176,-0.12366301824466078,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7146,-0.12568750206784893,1.1514212857772828,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7147,-1.3803307113517072,1.0736722428491159,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7148,-0.6633917346180739,0.011101989497495975,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7149,-1.0218612229848907,-0.6212568929849307,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7151,0.053547242115559314,-0.14439609635883874,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7157,0.949720963032601,-1.1033009591395688,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7158,0.053547242115559314,0.495737690416405,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7159,-1.0218612229848907,0.5164707685305829,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7160,2.2043641723164593,0.5553452899946669,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7161,1.3081904513994176,1.2861862935194395,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7162,-1.7388001997185238,-2.7360308606310815,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1
7163,-0.48415699043466537,0.5838532724016618,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7166,-0.6633917346180739,-0.09256340107339384,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7167,0.053547242115559314,-0.7404720921414546,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7170,-0.8426264788014821,0.034426702375945896,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7171,1.666659939766234,1.410584762204506,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7175,-0.6633917346180739,0.6849270282082798,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7176,-2.0972696880853405,-2.1399548648484656,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7178,0.591251474665784,-0.8622789260622492,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7179,1.666659939766234,0.6590106805655567,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7180,1.8458946839496422,0.5553452899946669,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
7181,-1.0218612229848907,-2.054430917627481,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7182,-1.0218612229848907,-2.528700079489302,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7183,-1.0218612229848907,0.06293468478294088,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7184,0.7704862188491928,0.42576355178105524,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7186,2.2043641723164593,-0.19622879164428364,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7188,1.3081904513994176,-1.621627911994017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7189,-0.48415699043466537,-0.9478028732832342,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7190,-1.0218612229848907,0.8145087664218914,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7192,-1.0218612229848907,0.2598989268676315,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7194,-1.2010959671682988,-1.0644264376754848,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7196,-1.0218612229848907,0.2780403702175375,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7197,-0.8426264788014821,0.11476738006838579,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7201,1.4874251955828257,1.3587520669190623,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7202,-1.2010959671682988,-1.6319944510511057,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7204,2.2043641723164593,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7205,0.053547242115559314,0.6382776024513788,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7206,-1.0218612229848907,1.1514212857772828,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7207,-1.5595654555351153,-1.4142971308522372,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7208,1.1289557072160092,0.9052159831714203,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7209,1.1289557072160092,0.14068372771110765,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7210,0.7704862188491928,0.31432325691734836,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7213,2.383598916499868,1.2291703287054507,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7216,-1.0218612229848907,0.7315764539651796,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7217,-0.48415699043466537,-0.0666470534306708,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7218,-0.6633917346180739,-0.08219686201630486,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7219,1.8458946839496422,0.5553452899946669,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
7222,-0.3049222462512574,0.5838532724016618,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7223,-0.3049222462512574,0.7367597234937235,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7224,1.1289557072160092,1.021839547563671,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7225,0.23278198629896754,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7226,-1.5595654555351153,-1.1292173067822908,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7229,-0.48415699043466537,0.2780403702175375,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7230,2.025129428133051,0.9700068522782261,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7231,0.4120167304823758,-0.24806148692972854,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7232,-1.9180349439019322,-2.476867384203857,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7233,0.949720963032601,0.037018337140219,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7235,-1.0218612229848907,-0.19622879164428364,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7236,1.8458946839496422,1.3794851450332404,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7237,1.1289557072160092,0.38688903031697125,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7238,0.053547242115559314,-0.6730895882703756,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7242,1.1289557072160092,-0.21177860022991768,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7243,-1.3803307113517072,-0.04073070578794893,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7244,0.591251474665784,1.2628615806409895,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7246,0.053547242115559314,0.521654038059128,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7247,-1.3803307113517072,0.5553452899946669,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7249,0.4120167304823758,-2.4250346889184122,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7250,0.23278198629896754,1.4442760141400472,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7251,1.3081904513994176,0.8145087664218914,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7252,1.1289557072160092,0.5812616376373899,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7253,-1.3803307113517072,-0.3620934165577062,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7254,-0.48415699043466537,-1.8263670583715232,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7255,1.1289557072160092,1.3587520669190623,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7258,1.666659939766234,-0.04073070578794893,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7259,2.2043641723164593,1.0995885904918379,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7260,0.23278198629896754,1.0736722428491159,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7261,0.7704862188491928,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7265,-1.2010959671682988,-0.6368067015705647,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7266,-1.3803307113517072,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7267,-1.0218612229848907,-0.29989418221517344,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7268,-0.48415699043466537,-0.1288462877732047,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7269,-0.8426264788014821,-1.3184066445741645,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7270,-0.8426264788014821,-1.2328826973531806,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7272,-0.8426264788014821,0.503512594709222,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7273,-0.8426264788014821,-1.4920461737804052,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7275,-0.3049222462512574,-0.8441374827123443,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7276,-2.4557391764521572,-1.7252933025649067,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7277,0.053547242115559314,-0.048505610080765954,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7278,-1.3803307113517072,1.2239870591769055,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7279,2.383598916499868,1.3121026411621615,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
7280,-0.8426264788014821,0.0033270852046789513,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7282,1.666659939766234,1.4650090922542254,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7285,0.23278198629896754,0.6330943329228348,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7286,2.025129428133051,0.9259490612855983,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
7287,-1.3803307113517072,-0.7923047874268995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7288,0.4120167304823758,1.2810030239908956,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7290,-0.6633917346180739,-0.3646850513219793,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7291,1.8458946839496422,2.2450911563001683,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7292,0.7704862188491928,0.8663414617073363,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7293,0.591251474665784,1.047755895206393,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7294,0.4120167304823758,1.1902958072413667,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7296,-0.12568750206784893,0.7885924187791684,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7297,-1.0218612229848907,-0.3206272603293514,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7298,0.053547242115559314,1.498700344189762,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7300,1.4874251955828257,1.2395368677625385,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7305,-0.8426264788014821,0.7341680887294515,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7309,-1.2010959671682988,-0.1832706178229227,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7310,-0.48415699043466537,-0.36986832085052324,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7311,-0.3049222462512574,1.7215809339171755,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7313,-1.5595654555351153,0.1173590148326589,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7314,-0.48415699043466537,0.1666000753538307,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
7316,0.591251474665784,-1.6656857029866448,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7317,0.23278198629896754,0.9700068522782261,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7318,1.666659939766234,0.6590106805655567,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7319,-0.6633917346180739,0.19251642299655256,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
